molecule,smiles,max_abs,max_em,solvent,dc,etn
BTD(CCPh)2,C1=CC=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC=CC=C4,413.0,487.0,TOL,2.3741,0.099
BTD(CCPh)2,C1=CC=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC=CC=C4,412.0,495.0,DCM,8.93,0.309
BTD(CCPh)2,C1=CC=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC=CC=C4,405.0,497.0,ACN,35.688,0.46
BTD(CCPh)2,C1=CC=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC=CC=C4,407.0,485.0,AcOEt,6.02,0.228
BTD(CCPh)2,C1=CC=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC=CC=C4,410.0,505.0,DMSO,46.826,0.444
BTD(CCPh)2,C1=CC=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC=CC=C4,410.0,525.0,EtOH,24.852,0.654
BTD(CCPh)2,C1=CC=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC=CC=C4,430.0,527.0,H2O,78.3553,1.0
BTDBI,Oc6ccc(Nc5cc(Nc3ccc(O)c(c2nc1ccccc1[nH]2)c3)c4nsnc4c5)cc6c8nc7ccccc7[nH]8,348.0,444.0,EtOH,24.852,0.654
BTDBI,Oc6ccc(Nc5cc(Nc3ccc(O)c(c2nc1ccccc1[nH]2)c3)c4nsnc4c5)cc6c8nc7ccccc7[nH]8,356.0,438.0,MeCN,37.5,0.46
BTDBI,Oc6ccc(Nc5cc(Nc3ccc(O)c(c2nc1ccccc1[nH]2)c3)c4nsnc4c5)cc6c8nc7ccccc7[nH]8,353.0,462.0,H2O,78.3553,1.0
BTDBT,Oc6ccc(Nc5cc(Nc3ccc(O)c(c2nc1ccccc1s2)c3)c4nsnc4c5)cc6c8nc7ccccc7s8,344.0,445.0,EtOH,24.852,0.654
BTDBT,Oc6ccc(Nc5cc(Nc3ccc(O)c(c2nc1ccccc1s2)c3)c4nsnc4c5)cc6c8nc7ccccc7s8,345.0,440.0,MeCN,37.5,0.46
BTDBT,Oc6ccc(Nc5cc(Nc3ccc(O)c(c2nc1ccccc1s2)c3)c4nsnc4c5)cc6c8nc7ccccc7s8,345.0,463.0,H2O,78.3553,1.0
BTD-Cou-A,CCN(CC)c1ccc2C=C(C(=O)Nc3cccc4nsnc34)C(=O)Oc2c1,433.0,486.0,AcOEt,6.02,0.228
BTD-Cou-A,CCN(CC)c1ccc2C=C(C(=O)Nc3cccc4nsnc34)C(=O)Oc2c1,438.0,473.0,ACN,35.688,0.46
BTD-Cou-A,CCN(CC)c1ccc2C=C(C(=O)Nc3cccc4nsnc34)C(=O)Oc2c1,450.0,527.0,H2O,78.3553,1.0
BTD-Cou-A,CCN(CC)c1ccc2C=C(C(=O)Nc3cccc4nsnc34)C(=O)Oc2c1,422.0,443.0,HEX,1.88,0.009
BTD-Cou-A,CCN(CC)c1ccc2C=C(C(=O)Nc3cccc4nsnc34)C(=O)Oc2c1,440.0,473.0,EtOH,24.852,0.654
BTD-Cou-A,CCN(CC)c1ccc2C=C(C(=O)Nc3cccc4nsnc34)C(=O)Oc2c1,446.0,467.0,DMSO,46.826,0.444
BTD-Cou-A,CCN(CC)c1ccc2C=C(C(=O)Nc3cccc4nsnc34)C(=O)Oc2c1,440.0,500.0,DCM,8.93,0.309
BTD-Cou-A,CCN(CC)c1ccc2C=C(C(=O)Nc3cccc4nsnc34)C(=O)Oc2c1,434.0,477.0,TOL,2.3741,0.099
BTD-Cou-B,CC1=CC(=O)Oc2cc(Nc3cccc4nsnc34)ccc12,431.0,544.0,AcOEt,6.02,0.228
BTD-Cou-B,CC1=CC(=O)Oc2cc(Nc3cccc4nsnc34)ccc12,425.0,561.0,ACN,35.688,0.46
BTD-Cou-B,CC1=CC(=O)Oc2cc(Nc3cccc4nsnc34)ccc12,444.0,519.0,H2O,78.3553,1.0
BTD-Cou-B,CC1=CC(=O)Oc2cc(Nc3cccc4nsnc34)ccc12,427.0,524.0,HEX,1.88,0.009
BTD-Cou-B,CC1=CC(=O)Oc2cc(Nc3cccc4nsnc34)ccc12,431.0,575.0,EtOH,24.852,0.654
BTD-Cou-B,CC1=CC(=O)Oc2cc(Nc3cccc4nsnc34)ccc12,438.0,588.0,DMSO,46.826,0.444
BTD-Cou-B,CC1=CC(=O)Oc2cc(Nc3cccc4nsnc34)ccc12,428.0,555.0,DCM,8.93,0.309
BTD-Cou-B,CC1=CC(=O)Oc2cc(Nc3cccc4nsnc34)ccc12,432.0,538.0,TOL,2.3741,0.099
BTD-Lip,COc5ccc(c3ccc(Nc2ccc1oc(=O)cc(C)c1c2)c4nsnc34)cc5,467.0,585.0,HEX,1.88,0.009
BTD-Lip,COc5ccc(c3ccc(Nc2ccc1oc(=O)cc(C)c1c2)c4nsnc34)cc5,460.0,600.0,TOL,2.3741,0.099
BTD-Lip,COc5ccc(c3ccc(Nc2ccc1oc(=O)cc(C)c1c2)c4nsnc34)cc5,465.0,605.0,AcOEt,6.02,0.228
BTD-Lip,COc5ccc(c3ccc(Nc2ccc1oc(=O)cc(C)c1c2)c4nsnc34)cc5,483.0,628.0,H2O,78.3553,1.0
BTD-Lip,COc5ccc(c3ccc(Nc2ccc1oc(=O)cc(C)c1c2)c4nsnc34)cc5,462.0,608.0,DCM,8.93,0.309
BTD-Lip,COc5ccc(c3ccc(Nc2ccc1oc(=O)cc(C)c1c2)c4nsnc34)cc5,459.0,605.0,CFM,4.81,0.259
BTD-Lip,COc5ccc(c3ccc(Nc2ccc1oc(=O)cc(C)c1c2)c4nsnc34)cc5,463.0,626.0,EtOH,24.852,0.654
BTD-Lip,COc5ccc(c3ccc(Nc2ccc1oc(=O)cc(C)c1c2)c4nsnc34)cc5,459.0,640.0,MeOH,32.613,0.762
BTD-Lip,COc5ccc(c3ccc(Nc2ccc1oc(=O)cc(C)c1c2)c4nsnc34)cc5,455.0,624.0,ACN,35.688,0.46
BTD-Lip,COc5ccc(c3ccc(Nc2ccc1oc(=O)cc(C)c1c2)c4nsnc34)cc5,469.0,643.0,DMSO,46.826,0.444
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,406.0,495.0,CFM,4.81,0.259
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,406.0,494.0,THF,7.58,0.605
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,404.0,494.0,DCM,8.93,0.309
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,409.0,511.0,DMSO,46.826,0.444
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,402.0,495.0,Ac,20.7,0.355
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,404.0,500.0,EtOH,24.852,0.654
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,400.0,500.0,MeCN,37.5,0.46
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,402.0,503.0,MeOH,32.613,0.762
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,399.0,499.0,CFM,4.81,0.259
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,404.0,503.0,THF,7.58,0.605
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,402.0,501.0,DCM,8.93,0.309
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,408.0,499.0,DMSO,46.826,0.444
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,400.0,505.0,Ac,20.7,0.355
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,403.0,501.0,EtOH,24.852,0.654
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,398.0,505.0,MeCN,37.5,0.46
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,403.0,502.0,MeOH,32.613,0.762
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,399.0,497.0,CFM,4.81,0.259
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,404.0,501.0,THF,7.58,0.605
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,399.0,499.0,DCM,8.93,0.309
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,406.0,513.0,DMSO,46.826,0.444
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,400.0,503.0,Ac,20.7,0.355
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,402.0,500.0,EtOH,24.852,0.654
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,396.0,503.0,MeCN,37.5,0.46
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,402.0,501.0,MeOH,32.613,0.762
6,COc5ccc(Oc3ccc(c2ccc(/C=C/C(=O)c1ccc(OC)cc1)cc2)c4nsnc34)cc5,407.0,517.0,CFM,4.81,0.259
6,COc5ccc(Oc3ccc(c2ccc(/C=C/C(=O)c1ccc(OC)cc1)cc2)c4nsnc34)cc5,409.0,513.0,THF,7.58,0.605
6,COc5ccc(Oc3ccc(c2ccc(/C=C/C(=O)c1ccc(OC)cc1)cc2)c4nsnc34)cc5,407.0,519.0,DCM,8.93,0.309
6,COc5ccc(Oc3ccc(c2ccc(/C=C/C(=O)c1ccc(OC)cc1)cc2)c4nsnc34)cc5,410.0,535.0,DMSO,46.826,0.444
6,COc5ccc(Oc3ccc(c2ccc(/C=C/C(=O)c1ccc(OC)cc1)cc2)c4nsnc34)cc5,406.0,520.0,Ac,20.7,0.355
6,COc5ccc(Oc3ccc(c2ccc(/C=C/C(=O)c1ccc(OC)cc1)cc2)c4nsnc34)cc5,409.0,522.0,EtOH,24.852,0.654
6,COc5ccc(Oc3ccc(c2ccc(/C=C/C(=O)c1ccc(OC)cc1)cc2)c4nsnc34)cc5,405.0,524.0,MeCN,37.5,0.46
6,COc5ccc(Oc3ccc(c2ccc(/C=C/C(=O)c1ccc(OC)cc1)cc2)c4nsnc34)cc5,409.0,527.0,MeOH,32.613,0.762
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,388.0,490.0,CHX,2.02,0.006
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,390.0,502.0,TOL,2.3741,0.099
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,388.0,514.0,DCM,8.93,0.309
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,388.0,518.0,IPropOH,17.9,0.546
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,377.0,468.0,CHX,2.02,0.006
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,375.0,484.0,TOL,2.3741,0.099
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,375.0,511.0,DCM,8.93,0.309
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,376.0,489.0,IPropOH,17.9,0.546
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,395.0,485.0,CHX,2.02,0.006
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,398.0,496.0,TOL,2.3741,0.099
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,396.0,510.0,DCM,8.93,0.309
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,397.0,510.0,IPropOH,17.9,0.546
3d,COc5ccc(Oc3ccc(c1ccccc1c2ccccc2)c4nsnc34)cc5,380.0,485.0,CHX,2.02,0.006
3d,COc5ccc(Oc3ccc(c1ccccc1c2ccccc2)c4nsnc34)cc5,383.0,497.0,TOL,2.3741,0.099
3d,COc5ccc(Oc3ccc(c1ccccc1c2ccccc2)c4nsnc34)cc5,382.0,509.0,DCM,8.93,0.309
3d,COc5ccc(Oc3ccc(c1ccccc1c2ccccc2)c4nsnc34)cc5,380.0,507.0,IPropOH,17.9,0.546
3e,COc5c(C)cc(c3ccc(Oc2ccc1ccccc1c2)c4nsnc34)cc5C,389.0,486.0,CHX,2.02,0.006
3e,COc5c(C)cc(c3ccc(Oc2ccc1ccccc1c2)c4nsnc34)cc5C,389.0,497.0,TOL,2.3741,0.099
3e,COc5c(C)cc(c3ccc(Oc2ccc1ccccc1c2)c4nsnc34)cc5C,384.0,509.0,DCM,8.93,0.309
3e,COc5c(C)cc(c3ccc(Oc2ccc1ccccc1c2)c4nsnc34)cc5C,391.0,519.0,IPropOH,17.9,0.546
3f,Cc1ccccc1c4ccc(Oc3ccc2ccccc2c3)c5nsnc45,383.0,502.0,CHX,2.02,0.006
3f,Cc1ccccc1c4ccc(Oc3ccc2ccccc2c3)c5nsnc45,385.0,512.0,TOL,2.3741,0.099
3f,Cc1ccccc1c4ccc(Oc3ccc2ccccc2c3)c5nsnc45,383.0,535.0,DCM,8.93,0.309
3f,Cc1ccccc1c4ccc(Oc3ccc2ccccc2c3)c5nsnc45,385.0,546.0,IPropOH,17.9,0.546
4a,COc6ccc(Oc4ccc(N3c1ccccc1CCc2ccccc23)c5nsnc45)cc6,455.0,574.0,CHX,2.02,0.006
4a,COc6ccc(Oc4ccc(N3c1ccccc1CCc2ccccc23)c5nsnc45)cc6,460.0,594.0,TOL,2.3741,0.099
4a,COc6ccc(Oc4ccc(N3c1ccccc1CCc2ccccc23)c5nsnc45)cc6,461.0,619.0,DCM,8.93,0.309
4a,COc6ccc(Oc4ccc(N3c1ccccc1CCc2ccccc23)c5nsnc45)cc6,460.0,614.0,IPropOH,17.9,0.546
5a,Cc4cccc(c2ccc(c1ccccc1C)c3nsnc23)c4,382.0,470.0,CHX,2.02,0.006
5a,Cc4cccc(c2ccc(c1ccccc1C)c3nsnc23)c4,385.0,479.0,TOL,2.3741,0.099
5a,Cc4cccc(c2ccc(c1ccccc1C)c3nsnc23)c4,381.0,492.0,DCM,8.93,0.309
5a,Cc4cccc(c2ccc(c1ccccc1C)c3nsnc23)c4,382.0,494.0,IPropOH,17.9,0.546
5b,COc4c(C)cc(c2ccc(c1cc(C)c(OC)c(C)c1)c3nsnc23)cc4C,396.0,497.0,CHX,2.02,0.006
5b,COc4c(C)cc(c2ccc(c1cc(C)c(OC)c(C)c1)c3nsnc23)cc4C,399.0,510.0,TOL,2.3741,0.099
5b,COc4c(C)cc(c2ccc(c1cc(C)c(OC)c(C)c1)c3nsnc23)cc4C,395.0,524.0,DCM,8.93,0.309
5b,COc4c(C)cc(c2ccc(c1cc(C)c(OC)c(C)c1)c3nsnc23)cc4C,397.0,529.0,IPropOH,17.9,0.546
5c,C1Cc2ccccc2N(c3ccccc13)c4ccc(N5c6ccccc6CCc7ccccc57)c8nsnc48,470.0,632.0,CHX,2.02,0.006
5c,C1Cc2ccccc2N(c3ccccc13)c4ccc(N5c6ccccc6CCc7ccccc57)c8nsnc48,469.0,650.0,TOL,2.3741,0.099
5c,C1Cc2ccccc2N(c3ccccc13)c4ccc(N5c6ccccc6CCc7ccccc57)c8nsnc48,465.0,639.0,DCM,8.93,0.309
5c,C1Cc2ccccc2N(c3ccccc13)c4ccc(N5c6ccccc6CCc7ccccc57)c8nsnc48,469.0,641.0,IPropOH,17.9,0.546
5d,C1C=CC2OC3C=CC=CC=3N(C3C4C(=NSN=4)C(N4C5C=CC=CC=5OC5C=CC=CC4=5)=CC=3)C=2C=1,520.0,786.0,IPropOH,17.9,0.546
9a,CCCCCCCCCCCCOC1=C(C=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC(=C(C=C4)OCCCCCCCCCCCC)OCCCCCCCCCCCC)OCCCCCCCCCCCC,445.0,530.0,TOL,2.3741,0.099
9a,CCCCCCCCCCCCOC1=C(C=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC(=C(C=C4)OCCCCCCCCCCCC)OCCCCCCCCCCCC)OCCCCCCCCCCCC,439.0,540.0,DIOX,2.25,0.164
9a,CCCCCCCCCCCCOC1=C(C=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC(=C(C=C4)OCCCCCCCCCCCC)OCCCCCCCCCCCC)OCCCCCCCCCCCC,442.0,562.0,DCM,8.93,0.309
9b,CCCCCCCCCCOC1=C(C=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC(=C(C=C4)OCCCCCCCCCC)OCCCCCCCCCC)OCCCCCCCCCC,445.0,530.0,TOL,2.3741,0.099
9b,CCCCCCCCCCOC1=C(C=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC(=C(C=C4)OCCCCCCCCCC)OCCCCCCCCCC)OCCCCCCCCCC,439.0,541.0,DIOX,2.25,0.164
9b,CCCCCCCCCCOC1=C(C=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC(=C(C=C4)OCCCCCCCCCC)OCCCCCCCCCC)OCCCCCCCCCC,442.0,563.0,DCM,8.93,0.309
9c,CCCCCCCCOC1=C(C=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC(=C(C=C4)OCCCCCCCC)OCCCCCCCC)OCCCCCCCC,445.0,533.0,TOL,2.3741,0.099
9c,CCCCCCCCOC1=C(C=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC(=C(C=C4)OCCCCCCCC)OCCCCCCCC)OCCCCCCCC,439.0,541.0,DIOX,2.25,0.164
9c,CCCCCCCCOC1=C(C=C(C=C1)C#CC2=CC=C(C3=NSN=C23)C#CC4=CC(=C(C=C4)OCCCCCCCC)OCCCCCCCC)OCCCCCCCC,442.0,563.0,DCM,8.93,0.309
BTD-CH,COc1ccc(Oc2ccc(c3ccc(\C=C\C(=O)c4ccc(OC)cc4)cc3)c5nsnc25)cc1,393.0,515.0,DCM,8.93,0.309
BTD-CH,COc1ccc(Oc2ccc(c3ccc(\C=C\C(=O)c4ccc(OC)cc4)cc3)c5nsnc25)cc1,398.0,513.0,EtOH,24.852,0.654
BTD-CH,COc1ccc(Oc2ccc(c3ccc(\C=C\C(=O)c4ccc(OC)cc4)cc3)c5nsnc25)cc1,390.0,508.0,MeCN,37.5,0.46
BTD-CH,COc1ccc(Oc2ccc(c3ccc(\C=C\C(=O)c4ccc(OC)cc4)cc3)c5nsnc25)cc1,393.0,517.0,DMSO,46.826,0.444
BTD-CH-TPA,COc1ccc(Oc2ccc(c3ccc(/C=C/C(=O)c4ccc(cc4)N(c5ccccc5)c6ccccc6)cc3)c7nsnc27)cc1,393.0,540.0,DCM,8.93,0.309
BTD-CH-TPA,COc1ccc(Oc2ccc(c3ccc(/C=C/C(=O)c4ccc(cc4)N(c5ccccc5)c6ccccc6)cc3)c7nsnc27)cc1,395.0,551.0,EtOH,24.852,0.654
BTD-CH-TPA,COc1ccc(Oc2ccc(c3ccc(/C=C/C(=O)c4ccc(cc4)N(c5ccccc5)c6ccccc6)cc3)c7nsnc27)cc1,386.0,547.0,MeCN,37.5,0.46
BTD-CH-TPA,COc1ccc(Oc2ccc(c3ccc(/C=C/C(=O)c4ccc(cc4)N(c5ccccc5)c6ccccc6)cc3)c7nsnc27)cc1,397.0,546.0,DMSO,46.826,0.444
BTD-FL,COC1=CC=C(C=C1)OC2=CC=C(C3=CC=C(CC3)C=C4C5=C(CCC=C5)C6=C4C=CCC6)C7=NSN=C27,408.0,565.0,DCM,8.93,0.309
BTD-FL,COC1=CC=C(C=C1)OC2=CC=C(C3=CC=C(CC3)C=C4C5=C(CCC=C5)C6=C4C=CCC6)C7=NSN=C27,413.0,530.0,EtOH,24.852,0.654
BTD-FL,COC1=CC=C(C=C1)OC2=CC=C(C3=CC=C(CC3)C=C4C5=C(CCC=C5)C6=C4C=CCC6)C7=NSN=C27,400.0,530.0,MeCN,37.5,0.46
BTD-FL,COC1=CC=C(C=C1)OC2=CC=C(C3=CC=C(CC3)C=C4C5=C(CCC=C5)C6=C4C=CCC6)C7=NSN=C27,410.0,535.0,DMSO,46.826,0.444
EFBT,CCCCCCCCC1(CCCCCCCC)c2ccccc2c3ccc(cc13)C#Cc4sc(cc4)c5ccc(c6sc(cc6)C#Cc7ccc8c9ccccc9C(CCCCCCCC)(CCCCCCCC)c8c7)c%10nsnc5%10,365.0,628.0,THF,7.58,0.605
BTD-1,CCCCNC1=CC=C(C2=CC=C(C=C2)OC)C3=NSN=C13,470.0,653.0,TOL,2.3741,0.099
BTD-1,CCCCNC1=CC=C(C2=CC=C(C=C2)OC)C3=NSN=C13,469.0,688.0,MeCN,37.5,0.46
BTD-2,COC1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)NC4=CC=C(C=C4)C#N,460.0,584.0,TOL,2.3741,0.099
BTD-2,COC1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)NC4=CC=C(C=C4)C#N,447.0,607.0,MeCN,37.5,0.46
4,CC(C)(C)C1=NC2=C(C3=C4C=CC=CC4=CC=C31)C5=NSN=C5C6=C2N=C(C7=C6C8=C(C=CC=C8)C=C7)C(C)(C)C,353.0,454.0,TOL,2.3741,0.099
4,CC(C)(C)C1=NC2=C(C3=C4C=CC=CC4=CC=C31)C5=NSN=C5C6=C2N=C(C7=C6C8=C(C=CC=C8)C=C7)C(C)(C)C,353.0,457.0,THF,7.58,0.605
4,CC(C)(C)C1=NC2=C(C3=C4C=CC=CC4=CC=C31)C5=NSN=C5C6=C2N=C(C7=C6C8=C(C=CC=C8)C=C7)C(C)(C)C,354.0,465.0,CFM,4.81,0.259
4,CC(C)(C)C1=NC2=C(C3=C4C=CC=CC4=CC=C31)C5=NSN=C5C6=C2N=C(C7=C6C8=C(C=CC=C8)C=C7)C(C)(C)C,350.0,489.0,MeOH,32.613,0.762
4,CC(C)(C)C1=NC2=C(C3=C4C=CC=CC4=CC=C31)C5=NSN=C5C6=C2N=C(C7=C6C8=C(C=CC=C8)C=C7)C(C)(C)C,349.0,471.0,DMSO,46.826,0.444
BTD-2,COC1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)NC4=CC=C(C=C4)C#N,400.0,530.0,DCM,8.93,0.309
BTD-3,CN1C2=C(C=CC=C2)C(=N1)/C=C/C3=CC=CC4=NSN=C34,410.0,551.0,DCM,8.93,0.309
BTD-4,CN1C(=C2C=CC=CC2=N1)/C=C/C3=CC=CC4=NSN=C34,430.0,584.0,DCM,8.93,0.309
NK1,CC1=CC=CC(=C1)C2=CC=C(C3=CC=CC(=C3)C)C4=NSN=C24,446.0,492.0,CFM,4.81,0.259
NK2,C1=C(C2=CC(=C(C(=C2)F)F)F)C3=NSN=C3C(=C1)C4=CC(=C(C(=C4)F)F)F,458.0,492.0,CFM,4.81,0.259
NK3,CC1=CC=CC(=C1)C2=CC=C(C3=CC=C(C4=CC=C(C5=CC=CC(=C5)C)S4)C6=NSN=C36)S2,487.0,608.0,CFM,4.81,0.259
XBTD-NPh,CC(C)(C)c1nc2c3nc(c4cc(ccc4c3c5nsnc5c2c6ccc(cc16)N(c7ccccc7)c8ccccc8)N(c9ccccc9)c%10ccccc%10)C(C)(C)C,468.0,531.0,PHME,2.3741,0.099
XBTD-NPh,CC(C)(C)c1nc2c3nc(c4cc(ccc4c3c5nsnc5c2c6ccc(cc16)N(c7ccccc7)c8ccccc8)N(c9ccccc9)c%10ccccc%10)C(C)(C)C,475.0,571.0,CFM,4.81,0.259
XBTD-NPh,CC(C)(C)c1nc2c3nc(c4cc(ccc4c3c5nsnc5c2c6ccc(cc16)N(c7ccccc7)c8ccccc8)N(c9ccccc9)c%10ccccc%10)C(C)(C)C,468.0,560.0,THF,7.58,0.605
XBTD-NPh,CC(C)(C)c1nc2c3nc(c4cc(ccc4c3c5nsnc5c2c6ccc(cc16)N(c7ccccc7)c8ccccc8)N(c9ccccc9)c%10ccccc%10)C(C)(C)C,469.0,630.0,MeOH,32.613,0.762
XBTD-NPh,CC(C)(C)c1nc2c3nc(c4cc(ccc4c3c5nsnc5c2c6ccc(cc16)N(c7ccccc7)c8ccccc8)N(c9ccccc9)c%10ccccc%10)C(C)(C)C,470.0,631.0,DMSO,46.826,0.444
4A,CC(C)(C)C1=NC2=C(C3=CC=CC=C3)C4=NSN=C4C(=C2N1)C5=CC=CC=C5,444.0,518.0,PHME,2.3741,0.099
4A,CC(C)(C)C1=NC2=C(C3=CC=CC=C3)C4=NSN=C4C(=C2N1)C5=CC=CC=C5,440.0,526.0,CFM,4.81,0.259
4A,CC(C)(C)C1=NC2=C(C3=CC=CC=C3)C4=NSN=C4C(=C2N1)C5=CC=CC=C5,445.0,520.0,THF,7.58,0.605
4A,CC(C)(C)C1=NC2=C(C3=CC=CC=C3)C4=NSN=C4C(=C2N1)C5=CC=CC=C5,435.0,547.0,MeOH,32.613,0.762
4A,CC(C)(C)C1=NC2=C(C3=CC=CC=C3)C4=NSN=C4C(=C2N1)C5=CC=CC=C5,445.0,541.0,DMSO,46.826,0.444
